"","P46","01","B","C","D","F","G","K","P","044","049","075","1","6","33","88","104","131","205","209","226","323","326","330","424","440","460","489","517","547","614","618","630","796","910","927","945","999","1175","1241","1242","1243","1245","1270","1315","1319","1352","1424","1448","1505","1573","1611","1646","1734","1735","1738","1739","1827","1836","1837","1854","1874","1881","2125","2147","2400","2412","2464","2495","2815","MattComC"
"P46",55,55,55,48,55,55,55,55,53,55,55,52,55,54,53,54,55,55,55,55,55,55,55,55,55,55,54,55,55,55,48,55,53,54,55,55,55,55,55,55,55,55,55,55,55,55,53,55,55,55,55,55,55,55,55,55,55,55,52,55,55,55,55,55,55,55,55,55,55,55,8
"01",55,64,64,56,64,64,64,64,62,64,64,61,64,63,62,63,64,64,64,64,64,64,64,64,64,64,62,64,64,63,57,64,62,63,64,64,64,64,64,64,64,64,64,64,64,64,62,64,64,64,64,64,64,64,64,64,64,64,61,64,64,64,64,64,64,64,64,64,64,64,8
"B",55,64,64,56,64,64,64,64,62,64,64,61,64,63,62,63,64,64,64,64,64,64,64,64,64,64,62,64,64,63,57,64,62,63,64,64,64,64,64,64,64,64,64,64,64,64,62,64,64,64,64,64,64,64,64,64,64,64,61,64,64,64,64,64,64,64,64,64,64,64,8
"C",48,56,56,56,56,56,56,56,54,56,56,53,56,55,55,55,56,56,56,56,56,56,56,56,56,56,54,56,56,55,49,56,54,56,56,56,56,56,56,56,56,56,56,56,56,56,54,56,56,56,56,56,56,56,56,56,56,56,54,56,56,56,56,56,56,56,56,56,56,56,8
"D",55,64,64,56,64,64,64,64,62,64,64,61,64,63,62,63,64,64,64,64,64,64,64,64,64,64,62,64,64,63,57,64,62,63,64,64,64,64,64,64,64,64,64,64,64,64,62,64,64,64,64,64,64,64,64,64,64,64,61,64,64,64,64,64,64,64,64,64,64,64,8
"F",55,64,64,56,64,64,64,64,62,64,64,61,64,63,62,63,64,64,64,64,64,64,64,64,64,64,62,64,64,63,57,64,62,63,64,64,64,64,64,64,64,64,64,64,64,64,62,64,64,64,64,64,64,64,64,64,64,64,61,64,64,64,64,64,64,64,64,64,64,64,8
"G",55,64,64,56,64,64,64,64,62,64,64,61,64,63,62,63,64,64,64,64,64,64,64,64,64,64,62,64,64,63,57,64,62,63,64,64,64,64,64,64,64,64,64,64,64,64,62,64,64,64,64,64,64,64,64,64,64,64,61,64,64,64,64,64,64,64,64,64,64,64,8
"K",55,64,64,56,64,64,64,64,62,64,64,61,64,63,62,63,64,64,64,64,64,64,64,64,64,64,62,64,64,63,57,64,62,63,64,64,64,64,64,64,64,64,64,64,64,64,62,64,64,64,64,64,64,64,64,64,64,64,61,64,64,64,64,64,64,64,64,64,64,64,8
"P",53,62,62,54,62,62,62,62,62,62,62,60,62,61,60,61,62,62,62,62,62,62,62,62,62,62,60,62,62,61,56,62,60,61,62,62,62,62,62,62,62,62,62,62,62,62,60,62,62,62,62,62,62,62,62,62,62,62,59,62,62,62,62,62,62,62,62,62,62,62,8
