"","01","A","B","D","G","K","L","P","044","049","056","1","6","33","69","88","104","131","205","209","226","323","326","330","424","440","460","489","517","547","614","618","796","910","927","945","999","1175","1241","1242","1243","1245","1270","1315","1319","1352","1424","1448","1505","1506","1573","1611","1646","1734","1735","1738","1739","1827","1836","1837","1854","1874","1881","1891","2125","2147","2400","2412","2464","2495","2815","RomFragA","RomFragC","RomFragD"
"049",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"056",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"6",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"33",51,50,51,48,47,43,51,43,51,51,51,51,51,51,50,49,51,51,51,51,51,51,46,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,49,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,51,41,44,51,51,22,10,42
"69",52,51,52,49,48,45,52,44,52,52,52,52,52,50,52,49,52,52,52,52,52,52,47,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,50,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,52,43,46,52,52,24,10,44
"88",50,49,50,47,46,43,50,42,50,50,50,50,50,49,49,50,50,50,50,50,50,50,45,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,50,50,50,50,50,50,50,48,50,50,50,50,50,50,50,50,49,50,50,50,50,50,50,50,50,41,44,50,50,22,10,41
"104",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"131",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"205",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"209",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"226",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"323",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"326",48,47,48,47,45,40,48,40,48,48,48,48,48,46,47,45,48,48,48,48,48,48,48,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,47,48,48,48,48,48,48,48,48,47,48,48,48,48,48,48,48,48,43,41,48,48,22,10,39
"330",52,51,52,49,48,45,52,44,52,52,52,52,52,50,52,49,52,52,52,52,52,52,47,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,50,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,52,43,46,52,52,24,10,44
"424",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"440",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"460",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"489",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"517",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"547",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"614",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"618",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"796",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"910",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"927",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"945",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"999",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1175",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1241",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1242",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1243",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1245",52,51,52,50,48,44,52,44,52,52,52,52,52,50,51,49,52,52,52,52,52,52,48,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,50,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,52,43,45,52,52,23,10,43
"1270",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1315",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1319",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1352",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1424",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1448",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1505",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1506",51,50,51,48,47,43,51,43,51,51,51,51,51,49,50,48,51,51,51,51,51,51,47,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,51,42,44,51,51,22,9,42
"1573",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1611",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1646",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1734",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1735",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1738",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1739",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1827",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1836",52,51,52,49,48,45,52,44,52,52,52,52,52,50,51,49,52,52,52,52,52,52,47,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,50,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,42,45,52,52,24,10,43
"1837",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1854",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1874",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1881",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"1891",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"2125",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"2147",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"2400",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"2412",43,43,43,42,40,40,43,35,43,43,43,43,43,41,43,41,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,43,43,43,43,43,43,43,43,42,43,43,43,43,43,43,43,43,43,41,43,43,22,10,36
"2464",46,46,46,43,42,45,46,38,46,46,46,46,46,44,46,44,46,46,46,46,46,46,41,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,45,46,46,46,46,46,46,46,44,46,46,46,46,46,46,46,46,45,46,46,46,46,46,46,46,46,41,46,46,46,24,10,41
"2495",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"2815",53,52,53,50,49,45,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,53,43,46,53,53,24,10,44
"RomFragA",24,24,24,22,23,24,24,20,24,24,24,24,24,22,24,22,24,24,24,24,24,24,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,22,24,24,24,24,8,23
"RomFragC",10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,9
"RomFragD",44,44,44,41,40,40,44,37,44,44,44,44,44,42,44,41,44,44,44,44,44,44,39,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,43,44,44,44,44,44,44,44,42,44,44,44,44,44,44,44,44,43,44,44,44,44,44,44,44,44,36,41,44,44,23,9,44
