"","01","A","B","D","G","L","P","044","049","056","1","6","33","69","88","104","131","205","209","226","323","326","330","365","424","440","460","489","517","547","614","618","796","910","927","945","999","1175","1241","1242","1243","1245","1270","1315","1319","1352","1424","1448","1505","1506","1573","1611","1646","1734","1735","1738","1739","1827","1836","1837","1854","1874","1881","1891","2125","2147","2344","2400","2495","2815","Euches","RomFragD"
"01",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"A",52,52,52,49,48,52,44,52,52,52,52,52,50,51,49,52,52,52,52,52,52,47,51,42,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,50,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,43,52,52,52,9,44
"B",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"D",50,49,50,50,47,50,42,50,50,50,50,50,48,49,47,50,50,50,50,50,50,47,49,42,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,48,50,50,50,50,50,50,50,50,49,50,50,50,50,50,50,50,41,50,50,50,9,41
"G",49,48,49,47,49,49,43,49,49,49,49,49,47,48,46,49,49,49,49,49,49,45,48,40,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,49,49,49,49,49,49,49,47,49,49,49,49,49,49,49,49,48,49,49,49,49,49,49,49,41,49,49,49,9,40
"L",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"P",45,44,45,42,43,45,45,45,45,45,45,45,43,44,42,45,45,45,45,45,45,40,44,35,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44,45,45,45,45,45,45,45,43,45,45,45,45,45,45,45,45,44,45,45,45,45,45,45,45,37,45,45,45,9,37
"044",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"049",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"056",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"1",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"6",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"33",51,50,51,48,47,51,43,51,51,51,51,51,51,50,49,51,51,51,51,51,51,46,50,41,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,49,51,51,51,51,51,51,51,51,50,51,51,51,51,51,51,51,42,51,51,51,8,42
"69",52,51,52,49,48,52,44,52,52,52,52,52,50,52,49,52,52,52,52,52,52,47,52,42,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,50,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,43,52,52,52,8,44
"88",50,49,50,47,46,50,42,50,50,50,50,50,49,49,50,50,50,50,50,50,50,45,49,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,50,50,50,50,50,50,50,48,50,50,50,50,50,50,50,50,49,50,50,50,50,50,50,50,41,50,50,50,9,41
"104",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"131",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"205",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"209",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"226",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"323",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"326",48,47,48,47,45,48,40,48,48,48,48,48,46,47,45,48,48,48,48,48,48,48,47,43,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,47,48,48,48,48,48,48,48,48,47,48,48,48,48,48,48,48,40,48,48,48,9,39
"330",52,51,52,49,48,52,44,52,52,52,52,52,50,52,49,52,52,52,52,52,52,47,52,42,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,50,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,43,52,52,52,8,44
"365",43,42,43,42,40,43,35,43,43,43,43,43,41,42,40,43,43,43,43,43,43,43,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,43,43,43,43,43,43,43,43,42,43,43,43,43,43,43,43,40,43,43,43,8,36
"424",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
"440",53,52,53,50,49,53,45,53,53,53,53,53,51,52,50,53,53,53,53,53,53,48,52,43,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,51,53,53,53,53,53,53,53,53,52,53,53,53,53,53,53,53,44,53,53,53,9,44
